"Time","T0129","","T0129","","T0129","","T0129","","T0129","","T0129","","T0129","","T0129","","T0129",""
"and","10.00","","400.00","","400.55","","400.56","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Temp. aria (°C)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Min","Qual","Max","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 29/05/1985,"",    255,"",    255,        13.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 30/05/1985,"",    255,"",    255,        14.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 31/05/1985,"",    255,"",    255,        14.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 01/06/1985,"",    255,"",    255,        13.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 02/06/1985,"",    255,"",    255,        13.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 03/06/1985,"",    255,"",    255,        14.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 04/06/1985,"",    255,"",    255,        16.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 05/06/1985,"",    255,"",    255,        16.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 06/06/1985,"",    255,"",    255,        15.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 07/06/1985,"",    255,"",    255,        11.0,      1,        27.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 08/06/1985,"",    255,"",    255,         9.0,      1,        23.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 09/06/1985,"",    255,"",    255,         9.0,      1,        22.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 10/06/1985,"",    255,"",    255,        10.0,      1,        24.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 11/06/1985,"",    255,"",    255,        10.0,      1,        24.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 12/06/1985,"",    255,"",    255,        10.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 13/06/1985,"",    255,"",    255,        13.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 14/06/1985,"",    255,"",    255,        13.0,      1,        27.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 15/06/1985,"",    255,"",    255,        12.0,      1,        27.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 16/06/1985,"",    255,"",    255,        11.0,      1,        23.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 17/06/1985,"",    255,"",    255,         8.0,      1,        24.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 18/06/1985,"",    255,"",    255,         8.0,      1,        24.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 19/06/1985,"",    255,"",    255,        12.0,      1,        23.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 20/06/1985,"",    255,"",    255,        11.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 21/06/1985,"",    255,"",    255,        11.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 22/06/1985,"",    255,"",    255,        10.0,      1,        25.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 23/06/1985,"",    255,"",    255,        10.0,      1,        25.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 24/06/1985,"",    255,"",    255,        11.0,      1,        26.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 25/06/1985,"",    255,"",    255,        11.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 26/06/1985,"",    255,"",    255,        15.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 27/06/1985,"",    255,"",    255,        14.0,      1,        25.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 28/06/1985,"",    255,"",    255,        14.0,      1,        25.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 29/06/1985,"",    255,"",    255,        14.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 30/06/1985,"",    255,"",    255,        14.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 01/07/1985,"",    255,"",    255,        16.0,      1,        32.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 02/07/1985,"",    255,"",    255,        16.0,      1,        32.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 03/07/1985,"",    255,"",    255,        16.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 04/07/1985,"",    255,"",    255,        18.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 05/07/1985,"",    255,"",    255,        16.0,      1,        28.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 06/07/1985,"",    255,"",    255,        16.0,      1,        32.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 07/07/1985,"",    255,"",    255,        17.0,      1,        32.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 08/07/1985,"",    255,"",    255,        18.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 09/07/1985,"",    255,"",    255,        17.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 10/07/1985,"",    255,"",    255,        15.0,      1,        29.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 11/07/1985,"",    255,"",    255,        15.0,      1,        31.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 12/07/1985,"",    255,"",    255,        19.0,      1,        32.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 13/07/1985,"",    255,"",    255,        19.0,      1,        33.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 14/07/1985,"",    255,"",    255,        21.0,      1,        33.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 15/07/1985,"",    255,"",    255,        17.0,      1,        33.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 16/07/1985,"",    255,"",    255,        16.0,      1,        31.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 17/07/1985,"",    255,"",    255,        16.0,      1,        31.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
00:00:00 18/07/1985,"",    255,"",    255,        19.0,      1,        30.0,      1,"",    255,"",    151,"",    151,"",    255,"",    255
